store_id,sku,upc,product_name,brand,category,subcategory,search_aliases,size,price_usd,inventory_status,quantity_on_hand,aisle,section,rack,shelf_level,position,location_instructions,alternative_skus,sponsored,source_verified,source_url,inventory_data_type,last_updated
CVS-DEMO-001,CVS-1170293,,"CVS Microfiber Premoistened Lens Wipes, 100 CT",CVS,Personal Care,Cleansing & Sanitizing,cleansing & sanitizing|cvs cleansing & sanitizing,100 CT,7.73,in_stock,28,11,Cleansing & Sanitizing,3,1,5,"Aisle 11, Cleansing & Sanitizing section, rack 3, shelf 1, position 5",,false,true,https://www.cvs.com/shop/cvs-microfiber-premoistened-lens-wipes-100-ct-prodid-1170293,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-452260,,"CVS Motion Sickness Relief Chewable Tablets, Raspberry, 12 CT",CVS,Health & Medicine,General Health,general health|cvs general health,12 CT,9.10,low_stock,4,15,General Health,4,2,6,"Aisle 15, General Health section, rack 4, shelf 2, position 6",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/cvs-motion-sickness-relief-chewable-tablets-raspberry-12-ct-prodid-452260,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-695756,,"CVS Multi-Purpose Contact Solution, 12 OZ",CVS,Health & Medicine,General Health,general health|cvs general health,12 OZ,10.47,in_stock,11,15,General Health,5,3,7,"Aisle 15, General Health section, rack 5, shelf 3, position 7",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/cvs-multi-purpose-contact-solution-prodid-695756,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-695755,,"CVS Multi-Purpose Solution for Soft Contact Lenses, Twin Pack",CVS,Personal Care,Eye Care,eye care|cvs eye care,,11.84,in_stock,18,18,Eye Care,1,4,8,"Aisle 18, Eye Care section, rack 1, shelf 4, position 8",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/cvs-multi-purpose-solution-for-soft-contact-lenses-twin-pack-prodid-695755,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-173301,,"CVS Nasal Spray Saline Liquid, 1.5 OZ",CVS,Health & Medicine,General Health,general health|cvs general health,1.5 OZ,13.21,in_stock,25,15,General Health,2,1,1,"Aisle 15, General Health section, rack 2, shelf 1, position 1",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/cvs-nasal-spray-saline-liquid-1-5-oz-prodid-173301,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-458126,,"CVS Saline Solution for Soft Hydrophilic Contact Lenses, 12 OZ, Twin Pack",CVS,Personal Care,Eye Care,eye care|cvs eye care,12 OZ,14.58,low_stock,1,18,Eye Care,3,2,2,"Aisle 18, Eye Care section, rack 3, shelf 2, position 2",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/cvs-saline-solution-for-soft-hydrophilic-contact-lenses-12-oz-twin-pack-prodid-458126,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-972801,,"CVS Sore Throat & Cough Lozenges, Mixed Berry, 18 CT",CVS,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|cvs sore throat & cough drops,18 CT,15.95,in_stock,8,17,Sore Throat & Cough Drops,4,3,3,"Aisle 17, Sore Throat & Cough Drops section, rack 4, shelf 3, position 3",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/cvs-sore-throat-cough-lozenges-mixed-berry-18-ct-prodid-972801,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-449813,,"Cepacol Extra Strength Sore Throat & Cough Lozenges, Mixed Berry, 16 CT",Cepacol,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|cepacol sore throat & cough drops,16 CT,17.32,in_stock,15,17,Sore Throat & Cough Drops,5,4,4,"Aisle 17, Sore Throat & Cough Drops section, rack 5, shelf 4, position 4",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/cepacol-extra-strength-sore-throat-cough-lozenges-mixed-berry-16-ct-prodid-449813,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1011502,,"Cepacol Extra Strength Sore Throat Relief Lozenges, Cherry, 16 CT",Cepacol,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|cepacol sore throat & cough drops,16 CT,18.69,in_stock,22,17,Sore Throat & Cough Drops,1,1,5,"Aisle 17, Sore Throat & Cough Drops section, rack 1, shelf 1, position 5",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/cepacol-extra-strength-sore-throat-relief-lozenges-16-ct-prodid-1011502,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-513733,,"Children's Benadryl Allergy Liquid Cherry, 4 OZ",Children's,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|children's pain, allergy & cold",4 OZ,20.06,in_stock,29,16,"Pain, Allergy & Cold",2,2,6,"Aisle 16, Pain, Allergy & Cold section, rack 2, shelf 2, position 6",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/children-s-benadryl-allergy-liquid-cherry-4-oz-prodid-513733,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-471767,,"Chloraseptic Max Sore Throat Spray, Wild Berry, 4 OZ",Chloraseptic,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|chloraseptic sore throat & cough drops,4 OZ,21.43,in_stock,5,17,Sore Throat & Cough Drops,3,3,7,"Aisle 17, Sore Throat & Cough Drops section, rack 3, shelf 3, position 7",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/chloraseptic-max-sore-throat-spray-wild-berry-4-oz-prodid-471767,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-244890,,"Chloraseptic Sore Throat Spray, Menthol, 6 OZ",Chloraseptic,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|chloraseptic sore throat & cough drops,6 OZ,22.80,in_stock,12,17,Sore Throat & Cough Drops,4,4,8,"Aisle 17, Sore Throat & Cough Drops section, rack 4, shelf 4, position 8",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/chloraseptic-sore-throat-spray-menthol-6-oz-prodid-244890,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1060132,,"Clear Care Cleaning and Disinfecting Solution for Contact Lenses, 12 fl oz, Twin Pack",Clear,Personal Care,Eye Care,eye care|clear eye care,12 FL OZ,24.17,in_stock,19,18,Eye Care,5,1,1,"Aisle 18, Eye Care section, rack 5, shelf 1, position 1",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/clear-care-cleaning-and-disinfecting-solution-for-contact-lenses-12-fl-oz-twin-pack-prodid-1060132,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-847847,,"Act II Butter Lovers Popcorn, 6 CT, 16.5 OZ",Act,Grocery,Snacks,snacks|act snacks,6 CT,3.54,in_stock,26,3,Snacks,1,2,2,"Aisle 3, Snacks section, rack 1, shelf 2, position 2",CVS-825419|CVS-811028,false,true,https://www.cvs.com/shop/act-ii-butter-lovers-popcorn-6-ct-16-5-oz-prodid-847847,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-826483,,"Airheads Spooky Halloween Mix with Assorted Candy, Pops and Chewy Mints, 65 CT, 26.6 OZ",Airheads,Grocery,Candy,candy|airheads candy,65 CT,4.91,low_stock,2,2,Candy,2,3,3,"Aisle 2, Candy section, rack 2, shelf 3, position 3",CVS-568932|CVS-363528,false,true,https://www.cvs.com/shop/airheads-spooky-halloween-mix-with-assorted-candy-pops-and-chewy-mints-65-ct-26-6-oz-prodid-826483,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-568932,,"Airheads Xtreme Bites, 9 OZ",Airheads,Grocery,Candy,candy|airheads candy,9 OZ,6.28,in_stock,9,2,Candy,3,4,4,"Aisle 2, Candy section, rack 3, shelf 4, position 4",CVS-826483|CVS-363528,false,true,https://www.cvs.com/shop/airheads-xtreme-bites-9-oz-prodid-568932,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-825419,,"Archer Original Turkey Mini Sticks, 16 CT, 8 OZ",Archer,Grocery,Snacks,snacks|archer snacks,16 CT,7.65,in_stock,16,3,Snacks,4,1,5,"Aisle 3, Snacks section, rack 4, shelf 1, position 5",CVS-847847|CVS-811028,false,true,https://www.cvs.com/shop/archer-original-turkey-mini-sticks-16-ct-8-oz-prodid-825419,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-363528,,"Baby Ruth, 100 Grand, Butterfinger, Crunch, Assorted Candy Bag, 100 CT, 32.2 OZ",Baby Ruth,Grocery,Candy,candy|baby ruth candy,100 CT,9.02,in_stock,23,2,Candy,5,2,6,"Aisle 2, Candy section, rack 5, shelf 2, position 6",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/baby-ruth-100-grand-butterfinger-crunch-assorted-candy-bag-100-ct-32-2-oz-prodid-363528,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-688008,,"Black Riffle Coffee Company Tactisquatch Coffee Rounds, Dark Roast, 12 CT, 4.68 OZ",Black,Grocery,Coffee,coffee|black coffee,12 CT,10.39,in_stock,30,5,Coffee,1,3,7,"Aisle 5, Coffee section, rack 1, shelf 3, position 7",CVS-688100|CVS-811092,false,true,https://www.cvs.com/shop/black-riffle-coffee-company-tactisquatch-coffee-rounds-dark-roast-12-ct-4-68-oz-prodid-688008,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-688100,,"Black Riffle Coffee Company, Tactisquatch Ground Coffee, 7 OZ",Black,Grocery,Coffee,coffee|black coffee,7 OZ,11.76,in_stock,6,5,Coffee,2,4,8,"Aisle 5, Coffee section, rack 2, shelf 4, position 8",CVS-688008|CVS-811092,false,true,https://www.cvs.com/shop/black-riffle-coffee-company-tactisquatch-ground-coffee-7-oz-prodid-688100,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-811092,,"Black Rifle Coffee Company Just Black Coffee Rounds, Medium Roast, 12 CT, 4.68 OZ",Black Rifle,Grocery,Coffee,coffee|black rifle coffee,12 CT,13.13,in_stock,13,5,Coffee,3,1,1,"Aisle 5, Coffee section, rack 3, shelf 1, position 1",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/black-rifle-coffee-company-just-black-coffee-rounds-medium-roast-12-ct-4-68-oz-prodid-811092,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-811028,,"Bobo's Strawberry Peanut and Butter Oat Sandwich, 5 CT, 10.5 OZ",Bobo's,Grocery,Snacks,snacks|bobo's snacks,5 CT,14.50,in_stock,20,3,Snacks,4,2,2,"Aisle 3, Snacks section, rack 4, shelf 2, position 2",CVS-847847|CVS-825419,false,true,https://www.cvs.com/shop/bobo-s-strawberry-peanut-and-butter-oat-sandwich-5-ct-10-5-oz-prodid-811028,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-804335,,"Brach's Mellowcreme Autumn Mix Bag, 11 OZ",Brach's,Grocery,Candy,candy|brach's candy,11 OZ,15.87,in_stock,27,2,Candy,5,3,3,"Aisle 2, Candy section, rack 5, shelf 3, position 3",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/brach-s-mellowcreme-autumn-mix-bag-11-oz-prodid-804335,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1190766,,"Coca-Cola Soda Soft Drink, Cans, 12 ct, 12 oz",Coca-Cola,Grocery,Beverages,beverages|coca-cola beverages,12 CT,17.24,low_stock,3,4,Beverages,1,4,4,"Aisle 4, Beverages section, rack 1, shelf 4, position 4",,false,true,https://www.cvs.com/shop/coca-cola-soda-soft-drink-cans-12-ct-12-oz-prodid-1190766,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-393303,,"Dunkin' Coffee K-Cups, Original Blend Medium Roast, 32 ct,",Dunkin',Grocery,Coffee,coffee|dunkin' coffee,32 CT,18.61,in_stock,10,5,Coffee,2,1,5,"Aisle 5, Coffee section, rack 2, shelf 1, position 5",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/dunkin-coffee-k-cups-original-blend-medium-roast-32-ct-prodid-393303,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-287774,,"Dunkin' Ground Coffee, Original Blend Medium Roast, 18 oz",Dunkin',Grocery,Coffee,coffee|dunkin' coffee,18 OZ,19.98,in_stock,17,5,Coffee,3,2,6,"Aisle 5, Coffee section, rack 3, shelf 2, position 6",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/dunkin-ground-coffee-original-blend-medium-roast-18-oz-prodid-287774,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-110807,,"Folgers Ground Coffee Classic Roast, 25.9 OZ",Folgers,Grocery,Coffee,coffee|folgers coffee,25.9 OZ,21.35,in_stock,24,5,Coffee,4,3,7,"Aisle 5, Coffee section, rack 4, shelf 3, position 7",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/folgers-ground-coffee-classic-roast-25-9-oz-prodid-110807,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-354531,,"Folgers Instant Coffee Crystals, Classic Roast, 8 oz",Folgers,Grocery,Coffee,coffee|folgers coffee,8 OZ,22.72,out_of_stock,0,5,Coffee,5,4,8,"Aisle 5, Coffee section, rack 5, shelf 4, position 8",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/folgers-instant-coffee-crystals-classic-roast-8-oz-prodid-354531,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-501380,,"Garden Veggie Potato and Vegetable Ghosts and Bats Chips, 12 CT, 6 OZ",Garden,Grocery,Snacks,snacks|garden snacks,12 CT,24.09,in_stock,7,3,Snacks,1,1,1,"Aisle 3, Snacks section, rack 1, shelf 1, position 1",CVS-847847|CVS-825419,false,true,https://www.cvs.com/shop/garden-veggie-potato-and-vegetable-ghosts-and-bats-chips-12-ct-6-oz-prodid-501380,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-490132,,"Gerber, 100% Pear Juice Concentrate, 32 FL OZ",Gerber,Health & Medicine,General Health,general health|gerber general health,32 FL OZ,3.46,in_stock,14,15,General Health,2,2,2,"Aisle 15, General Health section, rack 2, shelf 2, position 2",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/gerber-100-pear-juice-concentrate-32-fl-oz-prodid-490132,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-486000,,"Ghirardelli Premium Milk Chocolate Sea salt Almond Bar, 3.5 OZ",Ghirardelli,Grocery,Candy,candy|ghirardelli candy,3.5 OZ,4.83,in_stock,21,2,Candy,3,3,3,"Aisle 2, Candy section, rack 3, shelf 3, position 3",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/ghirardelli-premium-milk-chocolate-sea-salt-almond-bar-3-5-oz-prodid-486000,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-810332,,"GoMacro Peanut Butter Chocolate Chip Macrobar, 2.3 OZ",GoMacro,Grocery,Candy,candy|gomacro candy,2.3 OZ,6.20,in_stock,28,2,Candy,4,4,4,"Aisle 2, Candy section, rack 4, shelf 4, position 4",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/gomacro-peanut-butter-chocolate-chip-macrobar-2-3-oz-prodid-810332,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-517367,,"Gold Emblem Raspberry Creme Shortbread Cookies, 10.6 oz",Gold,Health & Medicine,General Health,general health|gold general health,10.6 OZ,7.57,low_stock,4,15,General Health,5,1,5,"Aisle 15, General Health section, rack 5, shelf 1, position 5",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/gold-emblem-raspberry-creme-shortbread-cookies-10-6-oz-prodid-517367,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-669668,,"Hershey's Assorted Flavored Halloween Candy, 75 CT, 34.12 OZ",Hershey's,Grocery,Candy,candy|hershey's candy,75 CT,8.94,in_stock,11,2,Candy,1,2,6,"Aisle 2, Candy section, rack 1, shelf 2, position 6",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/hershey-s-assorted-flavored-halloween-candy-75-ct-34-12-oz-prodid-669668,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-403379,,"Hershey's Assorted Halloween Milk Chocolate and Fruit Flavors Bite Size, Candy Bulk Variety Bag, 180 CT, 55.35 OZ",Hershey's,Grocery,Candy,candy|hershey's candy,180 CT,10.31,in_stock,18,2,Candy,2,3,7,"Aisle 2, Candy section, rack 2, shelf 3, position 7",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/hershey-s-assorted-halloween-milk-chocolate-and-fruit-flavors-bite-size-candy-bulk-variety-bag-180-ct-55-35-oz-prodid-403379,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-187059,,"Hershey's, Assorted Flavored Snack Size, Halloween Candy Variety Bag, 25 CT, 13.13 OZ",Hershey's,Grocery,Candy,candy|hershey's candy,25 CT,11.68,in_stock,25,2,Candy,3,4,8,"Aisle 2, Candy section, rack 3, shelf 4, position 8",CVS-826483|CVS-568932,false,true,https://www.cvs.com/shop/hershey-s-assorted-flavored-snack-size-halloween-candy-variety-bag-25-ct-13-13-oz-prodid-187059,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-335670,,"Hippeas Pops Cheezy Cheddar, 12 CT, 4 OZ",Hippeas,Health & Medicine,General Health,general health|hippeas general health,12 CT,13.05,low_stock,1,15,General Health,4,1,1,"Aisle 15, General Health section, rack 4, shelf 1, position 1",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/hippeas-pops-cheezy-cheddar-12-ct-4-oz-prodid-335670,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-342157,,"Jackson's Avocado Oil, Sea Salt Super Veggie Straws, 5 OZ",Jackson's,Health & Medicine,General Health,general health|jackson's general health,5 OZ,14.42,in_stock,8,15,General Health,5,2,2,"Aisle 15, General Health section, rack 5, shelf 2, position 2",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/jackson-s-avocado-oil-sea-salt-super-veggie-straws-5-oz-prodid-342157,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-709932,,"Khloud Sweet and Salty Kettle Corn Protein Popcorn, 5 OZ",Khloud,Grocery,Snacks,snacks|khloud snacks,5 OZ,15.79,in_stock,15,3,Snacks,1,3,3,"Aisle 3, Snacks section, rack 1, shelf 3, position 3",CVS-847847|CVS-825419,false,true,https://www.cvs.com/shop/khloud-sweet-and-salty-kettle-corn-protein-popcorn-5-oz-prodid-709932,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-479374,,"Krave Zero Sugar Sonoma Original Beef, 0.5 OZ",Krave,Health & Medicine,General Health,general health|krave general health,0.5 OZ,17.16,in_stock,22,15,General Health,2,4,4,"Aisle 15, General Health section, rack 2, shelf 4, position 4",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/krave-zero-sugar-sonoma-original-beef-0-5-oz-prodid-479374,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-789822,,"La Colombe Medium Roast Cold Brew Black Unsweetened, 11 OZ",La,Health & Medicine,General Health,general health|la general health,11 OZ,18.53,in_stock,29,15,General Health,3,1,5,"Aisle 15, General Health section, rack 3, shelf 1, position 5",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/la-colombe-medium-roast-cold-brew-black-unsweetened-11-oz-prodid-789822,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-389782,,"Lesser Evil Halloween Multipack, 18 CT, 6 OZ",Lesser,Health & Medicine,General Health,general health|lesser general health,18 CT,19.90,in_stock,5,15,General Health,4,2,6,"Aisle 15, General Health section, rack 4, shelf 2, position 6",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/lesser-evil-halloween-multipack-18-ct-6-oz-prodid-389782,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-7201115,,"Liquid I.V. Hydration Electrolytes, Strawberry, 10 CT",Liquid,Health & Medicine,General Health,general health|liquid general health,10 CT,21.27,in_stock,12,15,General Health,5,3,7,"Aisle 15, General Health section, rack 5, shelf 3, position 7",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/liquid-i-v-hydration-electrolytes-10-ct-prodid-7201115,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-7201230,,"Liquid I.V. Hydration Electrolytes, Sugar Free, Raspberry Lemonade, 10 CT",Liquid,Health & Medicine,General Health,general health|liquid general health,10 CT,22.64,in_stock,19,15,General Health,1,4,8,"Aisle 15, General Health section, rack 1, shelf 4, position 8",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/liquid-i-v-hydration-electrolytes-sugar-free-raspberry-lemonade-10-ct-prodid-7201230,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-690700,,"Made In Nature Organic Apple Rings, 3 OZ",Made,Health & Medicine,General Health,general health|made general health,3 OZ,24.01,in_stock,26,15,General Health,2,1,1,"Aisle 15, General Health section, rack 2, shelf 1, position 1",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/made-in-nature-organic-apple-rings-3-oz-prodid-690700,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-861983,,"Maxwell House Ground Coffee Wake Up Roast, 28.40 oz",Maxwell,Grocery,Coffee,coffee|maxwell coffee,28.40 OZ,3.38,low_stock,2,5,Coffee,3,2,2,"Aisle 5, Coffee section, rack 3, shelf 2, position 2",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/maxwell-house-ground-coffee-wake-up-roast-28-40-oz-prodid-861983,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-442624,,"Maxwell House Instant Coffee, Original, 8 oz",Maxwell,Grocery,Coffee,coffee|maxwell coffee,8 OZ,4.75,in_stock,9,5,Coffee,4,3,3,"Aisle 5, Coffee section, rack 4, shelf 3, position 3",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/maxwell-house-instant-coffee-original-8-oz-prodid-442624,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-577850,,"Maxwell House Original Roast Medium Ground Coffee, 27.50 oz",Maxwell,Grocery,Coffee,coffee|maxwell coffee,27.50 OZ,6.12,in_stock,16,5,Coffee,5,4,4,"Aisle 5, Coffee section, rack 5, shelf 4, position 4",CVS-688008|CVS-688100,false,true,https://www.cvs.com/shop/maxwell-house-original-roast-medium-ground-coffee-27-50-oz-prodid-577850,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-9100001,,"Vicks NyQuil SEVERE Cold & Flu Nighttime Relief Liquid, 12 FL OZ",Vicks,Health & Medicine,Cough Medicine,nyquil|nyquil severe|vicks nyquil|cold medicine|flu medicine|nighttime cold relief|cough syrup,12 FL OZ,13.49,in_stock,8,17,Cough Medicine,1,1,1,"Aisle 17, Cough Medicine section, rack 1, shelf 1, position 1",CVS-1760440|CVS-940582,false,false,,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-9100002,,"LUMIFY Redness Reliever Eye Drops, 7.5 mL",Lumify,Health & Medicine,Eye Drops,lumify|redness relief|red eye drops|brimonidine|eye whitening drops|get the red out,7.5 mL,22.99,low_stock,3,18,Eye Drops,1,1,2,"Aisle 18, Eye Drops section, rack 1, shelf 1, position 2",CVS-665269|CVS-622742,false,false,,demo_simulated,2026-09-12T12:00:00-04:00
